img,cls,xmin,xmax,ymin,ymax,class
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame259.txt,,382,474,223,269,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame26.txt,,287,337,252,302,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame26.txt,,246,278,248,288,7.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame260.txt,,386,478,218,264,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame261.txt,,394,482,212,252,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame261.txt,,304,354,37,113,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame262.txt,,411,493,203,247,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame262.txt,,274,358,18,90,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame263.txt,,415,497,198,242,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame263.txt,,272,362,17,79,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame264.txt,,421,503,197,241,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame264.txt,,290,378,14,84,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame265.txt,,424,502,187,239,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame265.txt,,311,401,26,108,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame266.txt,,430,502,186,234,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame266.txt,,314,398,39,111,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame267.txt,,440,492,188,233,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame267.txt,,318,390,53,110,1.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame27.txt,,269,319,257,296,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame275.txt,,240,316,247,299,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame276.txt,,235,317,233,301,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame276.txt,,401,455,189,231,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame277.txt,,216,296,211,288,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame277.txt,,421,475,183,225,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame278.txt,,204,284,207,273,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame278.txt,,426,486,179,224,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame284.txt,,169,223,149,205,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame285.txt,,148,206,131,182,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame286.txt,,128,188,118,166,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame61.txt,,374,426,93,141,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame61.txt,,526,592,107,158,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame62.txt,,362,416,90,140,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame62.txt,,506,582,114,170,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame63.txt,,479,545,134,191,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame63.txt,,348,396,84,134,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame64.txt,,449,515,155,211,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame65.txt,,431,505,161,218,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame66.txt,,402,476,165,219,-5.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame98.txt,,202,302,50,185,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame98.txt,,144,224,145,221,-4.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame99.txt,,188,320,32,167,3.0
c969b3d66925a2387f01fb0a6a9ae06c#201104061510_s4_0_frame99.txt,,132,208,126,198,-4.0
e5ba61c6ff390be2fbad5f9d7aa8f1d7#201108061200_0_frame262.txt,,312,628,0,192,0.0
e5ba61c6ff390be2fbad5f9d7aa8f1d7#201108061200_0_frame262.txt,,268,288,191,253,3.0
e5ba61c6ff390be2fbad5f9d7aa8f1d7#201108061200_0_frame262.txt,,302,628,254,444,3.0
e5ba61c6ff390be2fbad5f9d7aa8f1d7#201108061200_0_frame262.txt,,569,627,368,414,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame100.txt,,436,564,56,155,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame100.txt,,271,353,157,215,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame101.txt,,424,552,68,167,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame101.txt,,253,335,145,203,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame102.txt,,406,530,94,184,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame102.txt,,224,306,122,180,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame103.txt,,388,502,106,190,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame103.txt,,196,272,107,164,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame104.txt,,381,491,112,196,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame104.txt,,175,257,90,156,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame105.txt,,370,470,125,199,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame105.txt,,136,218,69,129,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame106.txt,,365,459,132,206,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame106.txt,,93,175,40,100,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame107.txt,,358,452,134,209,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame107.txt,,83,165,36,96,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame108.txt,,338,432,152,216,9.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame108.txt,,40,122,16,76,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame224.txt,,531,585,26,77,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame224.txt,,390,460,128,167,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame224.txt,,454,504,99,135,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame225.txt,,546,600,41,91,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame225.txt,,401,475,114,162,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame225.txt,,478,528,81,117,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame226.txt,,410,488,105,153,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame226.txt,,500,550,66,102,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame227.txt,,414,492,106,148,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame227.txt,,513,559,56,90,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame228.txt,,429,507,102,144,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame229.txt,,437,515,105,147,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame230.txt,,446,514,105,147,-4.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame96.txt,,400,456,98,143,3.0
fe16e25855b7fe76e58dd968b328e09b#201104140610_s8_4_frame96.txt,,267,321,16,136,-4.0
